Security Code,Issuer Name,Security Id,Security Name,ISIN No
531319,Maruti Securities Ltd.,MARUTISE,MARUTI SECURITIES LTD.,INE368C01019
531322,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd,INE293B01029
531323,JAYATMA INDUSTRIES LIMITED,JAYIND,Jayatma Industries Ltd,INE250D01017
531324,Roselabs Finance Ltd.,ROSELABS,ROSELABS FINANCE LTD.,INE475C01012
531327,Charms Industries Ltd,CHARMS,CHARMS INDUSTRIES LTD.,INE442C01012
531328,KRETTO SYSCON LIMITED,KRETTOSYS,Kretto Syscon Ltd,INE128R01023
531334,Vikalp Securities Ltd.,VIKALPS,VIKALP SECURITIES LTD.,INE186E01011
531335,Zydus Wellness Limited,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,INE768C01010
531337,WinPro Industries Limited,WINPRO,WinPro Industries Ltd,INE974C01022
531338,Milestone Global Limited,MILESTONE,MILESTONE GLOBAL LTD.,INE151H01018
531340,Bervin Investments And Leasing Ltd.,BERVINL,BERVIN INVESTMENT & LEASING LTD.,INE348I01018
531341,"Gujarat Investa Ltd.,",GUJINV,GUJARAT INVESTA LTD.,INE373D01017
531344,Container Corporation Of India Ltd.,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,INE111A01025
531346,Eastern Treads Ltd.,EASTRED,EASTERN TREADS LTD.,INE500D01015
531349,Panacea Biotec Ltd.,PANACEABIO,PANACEA BIOTEC LTD.,INE922B01023
531352,Peeti Securities Ltd.,PEETISEC,PEETI SECURITIES LTD.,INE328D01011
531357,Mercury Metals Limited,MERMETL,MERCURY METALS LTD.,INE763M01028
531358,Choice International Ltd,CHOICEIN,CHOICE INTERNATIONAL LTD.,INE102B01014
531359,Shriram Asset Management Co.Ltd.,SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.,INE777G01012
531360,Golechha Global Finance Ltd.,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,INE427D01011
531364,Ekansh Concepts Limited,EKANSH,Ekansh Concepts Ltd,INE005E01013
531370,SPARC ELECTREX LIMITED,SPAR,Sparc Electrex Ltd,INE960B01015
531373,The Byke Hospitality    Ltd,THEBYKE,THE BYKE HOSPITALITY LTD.,INE319B01014
531380,Centenial Surgical Suture Ltd.,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,INE405H01018
531381,Arihant Foundations & Housing Ltd.,ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$,INE413D01011
531387,Hasti Finance Ltd.,HASTIFIN,HASTI FINANCE LTD.,INE671D01014
531390,Upsurge Investment And Finance Ltd.,UPSURGE,UPSURGE INVESTMENT & FINANCE LTD.,INE890B01014
531395,Padam Cotton Yarns Ltd.,PADAMCO,PADAM COTTON YARNS LTD.,INE448D01017
531396,Women Networks Ltd.,WOMENNET,WOMEN NETWORKS LTD.,INE905B01010
531397,Polycon International Ltd.,POLYCON,POLYCON INTERNATIONAL LTD.,INE262C01014
531398,Source Natural Foods & Herbal Suppl Ltd,SOURCENTRL,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,INE679C01027
531399,G.G.Automotive Gears Ltd.,GGAUTO,G.G.AUTOMOTIVE GEARS LTD.,INE493B01017
531400,Almondz Global Securities Limited,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,INE326B01027
531402,LWS Knitwear Ltd,LWSKNIT,LWS KNITWEAR LTD.,INE281M01013
531406,ANS Limited,ANSINDUS,ANS Industries Ltd,INE234J01018
531409,Alchemist Corporation Ltd,ALCHCORP,ALCHEMIST CORPORATION LTD.,INE057D01016
531411,Tuni Textile Mills Ltd.,TUNITEX,TUNI TEXTILE MILLS LTD.,INE560D01027
531412,Radix Industries (India) Limited,RADIXIND,Radix Industries (India) Limited,INE576N01014
531413,Kiran Print-Pack Ltd.,KIRANPR,KIRAN PRINT-PACK LTD.,INE516D01011
531416,Narendra Properties Ltd.,NARPROP,NARENDRA PROPERTIES LTD.,INE603F01012
531417,Mega Corporation Ltd,MEGACOR,MEGA CORPORATION LTD.,INE804B01023
531426,Tamil Nadu Newsprint And Papers Ltd,TNPL,TAMIL NADU NEWSPRINT & PAPERS LTD.,INE107A01015
531431,Shakti Pumps (India) Ltd.,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,INE908D01010
531432,Systematix Securities Ltd.,SYTIXSE,SYSTEMATIX SECURITIES LTD.,INE07P301011
531436,Saffron Industries Limited,SAFFRON,Saffron Industries Limited,INE474D01013
531437,Prakash Woollen & Synthetic Mills Ltd ,PWASML,Prakash Woollen & Synthetic Mills Ltd,INE523I01016
531439,Goldstone Technologies Ltd.,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,INE805A01014
531444,Vardhman Concrete Limited,VARDHMAN,Vardhman Concrete Limited,INE115C01014
531449,GRM Overseas Ltd.,GRMOVER,GRM OVERSEAS LTD.,INE192H01020
531453,Mohit Industries Limited,MOHITIND,MOHIT INDUSTRIES LTD.-$,INE954E01012
531454,Polylink Polymers (india) Ltd.,POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,INE323D01020
531456,Minaxi Textiles Ltd.,MINAXI,MINAXI TEXTILES LTD.,INE952C01028
531460,Continental Controls Ltd.,CONTICON,CONTINENTAL CONTROLS LTD.,INE545B01022
531465,Nouveau Global Ventures Limited,NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,INE317B01042
531471,Duke Offshore Ltd.,DUKEOFS,DUKE OFFSHORE LTD.,INE397G01019
531472,Cybele  Industries Limited,CYBELEIND,CYBELE INDUSTRIES LTD.,INE183D01010
531489,Cg-Vak Software & Exports Ltd.,CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,INE084D01010
531494,NAVKAR URBANSTRUCTURE LIMITED,NAVKAR,Navkar Urbanstructure Ltd,INE268H01036
531497,Madhucon Projects Ltd.,MADHUCON,MADHUCON PROJECTS LTD.-$,INE378D01032
531499,Sybly Industries Ltd.,SYBLY,SYBLY INDUSTRIES LTD.-$,INE080D01042
531500,Rajesh Exports Ltd.,RAJESHEXPO,RAJESH EXPORTS LTD.,INE343B01030
531502,Esaar (India) Ltd.,ESARIND,ESAAR (INDIA) LTD.,INE404L01039
531503,Maris Spinners Ltd.,MARIS,MARIS SPINNERS LTD.-$,INE866D01010
531505,Indergiri Finance ltd.,INDERGR,INDERGIRI FINANCE LTD.,INE628F01019
531506,Shukra Bullions Limited,SKRABUL,SHUKRA BULLIONS LTD.,INE561E01015
531508,Eveready Industries India Ltd.,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029
531509,Step Two Corporation Ltd.,STEP2COR,STEP TWO CORPORATION LTD.,INE623D01015
531512,Orient Tradelink Ltd.,ORIENTTR,ORIENT TRADELINK LTD.,INE681D01039
531521,Desh Rakshak Aushdhalaya Ltd.,DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.,INE971E01016
531525,Ace Software Exports ltd.,ACESOFT,ACE SOFTWARE EXPORTS LTD.-$,INE849B01010
531529,Softrak Venture Investments Ltd.,SOFTRAKV,SOFTRAK VENTURE INVESTMENT LTD.,INE562E01013
531531,Hatsun Agro Products Ltd.,HATSUN,HATSUN AGRO PRODUCT LTD.,INE473B01035
531533,e.Com Infotech (India) Ltd.,ECOM,E.COM INFOTECH (I) LTD.,INE578B01015
531539,Rishabh Digha Steel And Allied Prod,RISHDIGA,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,INE864D01015
531540,Maruti Infrastructure Ltd.,MAINFRA,MARUTI INFRASTRUCTURE LTD.,INE392G01010
531541,KOBO BIOTECH LIMITED,KOBO,Kobo Biotech Ltd-$,INE881A01015
531543,Jindal Worldwide Ltd.,JINDWORLD,JINDAL WORLDWIDE LTD.,INE247D01039
531548,Somany Ceramics Limited,SOMANYCERA,SOMANY CERAMICS LTD.,INE355A01028
531550,Jhaveri Credits & Capital Ltd.,JHACC,JHAVERI CREDITS & CAPITAL LTD.,INE865D01012
531552,Raghunath Tobacco Co. Ltd.,RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,INE754B01012
531553,DISHA RESOURCES LIMITED,DRL,Disha Resources Ltd,INE193D01019
531556,Coral India Finance And Housing Ltd,CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD.,INE558D01021
531569,Sanjivani Paranteral Ltd.,SANJIVIN,SANJIVANI PARANTERAL LTD.,INE860D01013
531574,Vas Infrastructure  Ltd.,VASINFRA,VAS INFRASTRUCTURE LTD.,INE192C01013
531578,KMF Builders & Developers Ltd.,KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.,INE580H01026
531582,Beryl Securities Ltd,BERYLSE,BERYL SECURITIES LTD.,INE508J01015
531585,Devine Impex Limited,DEVINE,DEVINE IMPEX LTD.,INE455C01014
531591,Bampsl Securities Ltd.,BAMPSL,BAMPSL SECURITIES LTD.,INE802A01037
531592,GENPHARMASEC LIMITED,GENPHARMA,Genpharmasec Ltd,INE861N01036
531594,Incon Engineers Ltd.,INCON,INCON ENGINEERS LTD.,INE507D01010
531595,Capri Global Capital Limited,CGCL,Capri Global Capital Limited,INE180C01026
531599,FDC Ltd.,FDC,FDC LTD.,INE258B01022
531600,Gogia Capital Services Limited,GOGIACAP,Gogia Capital Services Limited,INE832C01014
531608,Gorani Industries Ltd.,GORANIN,GORANI INDUSTRIES LTD.,INE792J01015
531609,KG Petrochem Ltd.,KGPETRO,KG PETROCHEM LTD.,INE902G01016
531613,Meyer Apparel Limited,MAL,Meyer Apparel Ltd,INE100C01024
531616,Starcom Information Technology Ltd,STARCOM,Starcom Information Technology Ltd,INE347I01010
531624,Country Condo's Ltd,COUNCODOS,COUNTRY CONDO'S LTD.,INE695B01025
531626,Orosil Smiths India Limited,OROSMITHS,OROSIL SMITHS INDIA LTD.-$,INE628B01034
531628,TEJASSVI AAHARAM LIMITED,TEJASSVI,Tejassvi Aaharam Ltd,INE173E01019
531633,Lincoln Pharmaceuticals ltd.,LINCOPH,LINCOLN PHARMACEUTICALS LTD.,INE405C01035
531635,Silver Oak (India) Ltd.,SILVOAK,SILVER OAK (INDIA) LTD.,INE870J01019
531637,PRAVEG LIMITED,PRAVEG,Praveg Ltd,INE722B01019
531638,Suraj Ltd.,SURAJLTD,SURAJ LTD.-$,INE713C01016
531640,Suvidha Infraestate Corporation Limited,SICL,Suvidha Infraestate Corporation Limited,INE936N01010
531642,Marico Limited,MARICO,MARICO LTD.,INE196A01026
531644,Tokyo Finance Ltd.,TOKYOFIN,TOKYO FINANCE LTD.,INE546D01018
531651,National General Industries Ltd.,NATGENI,NATIONAL GENERAL INDUSTRIES LTD.,INE654H01011
531652,Thirdwave Financial Intermediaries,THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,INE528C01018
531661,Hittco Tools Ltd.,HITTCO,HITTCO TOOLS LTD.,INE863C01019
531667,RR METALMAKERS INDIA LIMITED,RRMETAL,RR MetalMakers India Ltd,INE117K01013
531668,Vision Corporation Ltd.,VISIONCO,VISION CORPORATION LTD.,INE661D01015
531671,Bisil Plast Limited,BISIL,Bisil Plast Limited,INE214D01021
531672,Inani Securities Ltd.,INANISEC,INANI SECURITIES LTD.,INE224C01014
531673,Anka India Ltd.,ANKIN,ANKA INDIA LTD.,INE067C01025
531676,Vaghani Techno-Build Limited,VAGHANI,VAGHANI TECHNO-BUILD LTD.,INE554H01021
531677,Aris International Limited,ARISINT,ARIS INTERNATIONAL LTD.,INE588E01026
531680,Mayur Leather Products Ltd.,MAYUR,MAYUR LEATHER PRODUCTS LTD.,INE799E01011
531681,AMERISE BIOSCIENCES LIMITED,AMERISE,Amerise Biosciences Ltd,INE673C01020
531688,Prithvi Exchange (India) Limited,PRITHVIEXCH,Prithvi Exchange (India) Ltd,INE621B01021
531694,Rainbow Foundations Ltd,RAINBOWF,RAINBOW FOUNDATIONS LTD.,INE230F01014
531696,VSD Confin ltd.,VSDCONF,VSD CONFIN LTD.,INE489F01016
531716,Tricom Fruit Products Limited,TRICOMFRU,Tricom Fruit Products Limited,INE843F01014
531717,Vidhi Specialty Food Ingredients Limited,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,INE632C01026
531719,Bhagiradha Chemicals and Industries,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,INE414D01019
531726,Panchsheel Organic Ltd.,PANCHSHEEL,PANCHSHEEL ORGANICS LTD.,INE316G01019
531727,Menon Pistons Ltd.,MENNPIS,MENON PISTONS LTD.,INE650G01029
531735,Prism Finance Ltd.,PRISMFN,PRISM FINANCE LTD.,INE429Q01019
531737,Greencrest Financial Services Limited,GREENCREST,Greencrest Financial Services Limited,INE414C01045
531739,Gennex Laboratories Ltd,GENNEX,GENNEX LABORATORIES LTD.,INE509C01026
531743,Hira Automobiles Ltd.,HIRAUTO,HIRA AUTOMOBILES LTD.,INE258Z01013
531744,Gini Silk Mills Ltd.,GINISILK,GINI SILK MILLS LTD.-$,INE548B01018
531746,Prajay Engineers Syndicate Ltd.,PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.,INE505C01016
531752,BIOGEN PHARMACHEM INDUSTRIES LIMITED,BIOGEN,Biogen Pharmachem Industries Ltd,INE703D01023
531758,G.k.Consultants Ltd.,GKCONS,G.K.CONSULTANTS LTD.,INE131D01019
531761,APOLLO PIPES LIMITED,APOLLOPIPES,Apollo Pipes Ltd,INE126J01016
531762,Unjha Formulations Ltd.,UNJHAFOR,UNJHA FORMULATIONS LTD.,INE576D01015
531768,Poly Medicure Ltd,POLYMED,POLY MEDICURE LTD.,INE205C01021
531778,Kachchh Minerals Ltd.,KACHCHH,KACHCHH MINERALS LTD.,INE059E01010
531779,Padmanabh Alloys & Polymers Ltd.,PADALPO,PADMANABH ALLOYS & POLYMERS LTD.,INE630U01014
531780,Kaiser Corporation Limited,KACL,Kaiser Corporation Limited,INE229G01022
531784,KCL Infra Projects Limited,KCLINFRA,KCL Infra Projects Ltd,INE469F01026
531795,Atul Auto Limited,ATULAUTO,ATUL AUTO LTD.-$,INE951D01028
531797,Scan Projects Ltd,SCANPRO,SCAN PROJECTS LTD.,INE393D01015
531802,Prerna Infrabuild Limited,PRERINFRA,PRERNA INFRABUILD LTD.,INE426H01014
531810,Metal Coatings (India) Ltd.,METALCO,METAL COATINGS (INDIA) LTD.,INE161E01014
531812,SGN Telecoms Ltd.,SGNTE,SGN TELECOMS LTD.,INE266C01023
531813,Ganga Papers India Ltd,GANGAPA,GANGA PAPERS INDIA LTD.,INE278O01015
531814,Tirupati Sarjan Ltd.,TIRSARJ,TIRUPATI SARJAN LTD.,INE297J01023
531819,Nuway Organic Naturals (India) Ltd.,NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.,INE414L01012
531821,Munoth Financial Services Ltd.,MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,INE348D01019
531822,Rodium Realty Limited,RODIUM,Rodium Realty Limited,INE513E01024
531832,Nagarjuna Agritech Ltd.,NAGTECH,NAGARJUNA AGRI TECH LTD.,INE793H01017
531834,Natura Hue Chem Ltd.,NATHUEC,NATURA HUE CHEM LTD.,INE487B01019
531842,Lahoti Overseas Ltd.,LAHOTIOV,LAHOTI OVERSEAS LTD.-$,INE515C01023
531845,ZENITH STEEL PIPES AND  INDUSTRIES LIMITED,ZENITHSTL,Zenith Steel Pipes & Industries Ltd-$,INE318D01020
531846,Trinity League India Limited,TRINITYLEA,TRINITY LEAGUE INDIA LTD.,INE884X01011
531847,Asian Star Co. Ltd.,ASTAR,ASIAN STAR CO.LTD.-$,INE194D01017
531859,ORIENTAL RAIL INFRASTRUCTURE LIMITED,ORIRAIL,Oriental Rail Infrastructure Ltd,INE457G01029
531861,Joindre Capital Services Ltd.,JOINDRE,JOINDRE CAPITAL SERVICES LTD.,INE024B01010
531862,Bharat Agri Fert and Realty Ltd,BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,INE842D01011
531867,Unitech International Ltd,UNITINT,UNITECH INTERNATIONAL LTD.,INE929K01011
531869,Sacheta Metals Ltd.,SACHEMT,SACHETA METALS LTD.,INE433G01012
531878,Anjani Finance Ltd,ANJANIFIN,ANJANI FINANCE LTD.,INE283D01018
531881,Gujarat Metallic Coal & Coke Ltd,GMETCOAL,GUJARAT METALLIC COAL & COKE LTD.-$,INE146F01020
531885,SVA India Ltd,SVAINDIA,SVA INDIA LTD.,INE763K01014
531887,Rahul Merchandising ltd.,RAHME,RAHUL MERCHANDISING LTD.,INE149D01011
531888,Rexnord Electronics & Controls Ltd.,REXNORD,REXNORD ELECTRONICS & CONTROLS LTD.,INE687C01012
531889,Integrated Technologies Ltd.,INTECH,INTEGRATED TECHNOLOGIES LTD.,INE882B01029
531892,Khandwala Securities Ltd.,KHANDSE,KHANDWALA SECURITIES LTD.,INE060B01014
531893,Sawaca Business Machines Ltd.,SAWABUSI,SAWACA BUSINESS MACHINES LTD.,INE248B01023
531900,CCL International Ltd,CCLINTER,CCL INTERNATIONAL LTD.,INE778E01031
531902,Gallops Enterprise  Limited,GALLOPENT,GALLOPS ENTERPRISE LTD.,INE755J01012
531909,CROISSANCE LIMITED,CROISSANCE,Croissance Ltd,INE587J01027
531910,Madhuveer Com 18 Network Limited,MADHUVEER,Madhuveer Com 18 Network Ltd,INE312M01016
531911,Galaxy Agrico Exports Ltd.,GALAGEX,GALAXY AGRICO EXPORTS LTD.,INE803L01016
531913,Gopal Iron & Steels Co.(Gujarat) Lt,GOPAIST,GOPAL IRON & STEELS CO.(GUJARAT) LTD.,INE641H01018
531918,Hindustan Appliances Ltd,HINDAPL,HINDUSTAN APPLIANCES LTD.,INE02XD01011
531921,Agarwal Industrial Corporation Limited,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,INE204E01012
531923,Dhampure Speciality Sugars Ltd.,DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD.,INE956B01013
531925,Shantanu Sheorey Aquakult ltd.,SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,INE545N01019
531929,Innocorp Limited,INNOCORP,INNOCORP LTD.,INE214B01017
531930,Sarthak Industries Ltd.,SARTHAKIND,SARTHAK INDUSTRIES LTD.,INE074H01012
531931,Sai Capital Ltd.,SAICAPI,SAI CAPITAL LTD.,INE531X01018
531946,Chadha Papers Ltd.,CHADPAP,CHADHA PAPERS LTD.,INE669W01018
531950,Vertex Securities Ltd.,VERTEX,VERTEX SECURITIES LTD.,INE316D01024
531952,Riba Textiles Ltd.,RIBATEX,RIBA TEXTILES LTD.,INE811H01017
531959,Newtime Infrastructure Limited,NEWINFRA,Newtime Infrastructure Limited,INE997D01021
531960,Kashyap Tele-Medicines Limited,KASHYAP,Kashyap Tele-Medicines Ltd,INE108B01029
531962,Shree Metalloys Limited,SHREMETAL,SHREE METALLOYS LTD.,INE914B01012
531968,IITL PROJECTS LIMITED,IITLPROJ,IITL PROJECTS LIMITED,INE786E01018
531971,Hari Govind International Ltd.,HARIGOV,HARI GOVIND INTERNATIONAL LTD.,INE167F01018
531977,Chartered Logistics Ltd,CHLOGIST,CHARTERED LOGISTICS LTD.,INE558F01026
531978,Ambika Cotton Mills Ltd.,AMBIKCO,AMBIKA COTTON MILLS LTD.,INE540G01014
531979,HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,INE227B01019
531982,Spectrum Foods Limited,SPECFOOD,SPECTRUM FOODS LTD.,INE547C01018
531991,Amraworld Agrico Ltd.,AMRAAGRI,AMRAWORLD AGRICO LTD.,INE735C01027
531994,Auto Pins (India) Ltd.,AUTOPINS,AUTO PINS (INDIA) LTD.,INE706C01028
531996,Odyssey Corporation Ltd.,ODYCORP,ODYSSEY CORPORATION LTD.,INE839E01023
531997,Good Value Irrigation Ltd.,GOVAI,GOOD VALUE IRRIGATION LTD.,INE164D01010
532001,Inducto Steels ltd.,INDCTST,INDUCTO STEEL LTD.,INE146H01018
532005,Sam Industries Ltd.,SAMINDUS,SAM INDUSTRIES LTD.,INE653D01012
532007,Shree Vatsaa Finance & Leasing Ltd.,SHVFL,SHREEVATSAA FINANCE & LEASING LTD.,INE981C01019
532011,Pooja Entertainment and Films Ltd.,POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.,INE147C01017
532015,Gravity (India) Ltd.,GRAVITY,GRAVITY (INDIA) LTD.-$,INE995A01013
532016,ESPIRE HOSPITALITY LIMITED,ESPIRE,Espire Hospitality Limited,INE176O01011
532019,LCC Infotech Ltd.,LCCINFOTEC,LCC INFOTECH LTD.,INE938A01021
532022,Filatex Fashions Ltd,FILATFASH,FILATEX FASHIONS LTD.,INE185E01013
532024,R.B.Gupta Financials Ltd.,RBGUPTA,R.B.GUPTA FINANCIALS LTD.,INE056J01015
532029,Sindhu Trade Links Limited,SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025
532035,Unistar Multimedia Ltd,UNISTRMU,UNISTAR MULTIMEDIA LTD.,INE808C01014
532039,Zenotech Laboratories Limited,ZENOTECH,ZENOTECH LABORATORIES LTD.,INE486F01012
532042,Frontline Corporation Limited,FRONTCORP,FRONTLINE CORPORATION LTD.,INE092D01013
532051,Swelect Energy Systems Limited,SWELECTES,Swelect Energy Systems Limited-$,INE409B01013
532053,Wallfort Financial Services Ltd.,WALLFORT,WALLFORT FINANCIAL SERVICES LTD.,INE121B01014
532054,KDDL Ltd,KDDL,KDDL LTD.-$,INE291D01011
532056,Adinath Exim Resources Ltd.,ADIEXRE,ADINATH EXIM RESOURCES LTD.,INE398H01015
532057,Abhinav Capital Services Limited,ABHICAP,ABHINAV CAPITAL SERVICES LTD.,INE516F01016
532067,Kilpest India Ltd.,KILPEST,KILPEST INDIA LTD.,INE994E01018
532070,Sumuka Agro Industries Limited,SUMUKA,Sumuka Agro Industries Ltd,INE311N01016
532083,Shri Kalyan Holdings Ltd.,SHKALYN,SHRI KALYAN HOLDINGS LTD.,INE079N01019
532090,Vandana Knitwear Limited,VANDANA,VANDANA KNITWEAR LTD.,INE219M01021
532092,Sagar Productions Limited,SAGARPROD,Sagar Productions Limited,INE807D01030
532100,Indo-City Infotech Ltd.,INDOCITY,INDO-CITY INFOTECH LTD.-$,INE456B01014
532102,SBEC Sugar Ltd.,SBECSUG,SBEC SUGAR LTD.,INE948G01019
532105,Mega Fin (India) Ltd.,MEGFI,MEGA FIN (INDIA) LTD.,INE524D01015
532113,Brijlaxmi Leasing & Finance ltd.,BRIJLEAS,BRIJLAXMI LEASING & FINANCE LTD.,INE957E01031
532123,BSEL Infrastructure Realty Ltd.,BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD.,INE395A01016
532124,Reliable Ventures India Ltd,RELIABVEN,RELIABLE VENTURES INDIA LTD.,INE419H01019
532134,Bank Of Baroda,BANKBARODA,BANK OF BARODA,INE028A01039
532138,SMC Credits ltd.,SMCREDT,SMC CREDITS LTD.,INE440E01012
532140,Mohite Industries Limited,MOHITE,Mohite Industries Ltd,INE154B01015
532143,SKM Egg Products Exports (India) Lt,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,INE411D01015
532144,Welspun Corp Limited,WELCORP,Welspun Corp Limited,INE191B01025
532145,H.S.India Ltd.,HOTLSILV,H.S.INDIA LTD.,INE731B01010
532149,Bank of India,BANKINDIA,BANK OF INDIA,INE084A01016
532150,Indraprastha Medical Corporation Lt,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,INE681B01017
532154,JOHNSON PHARMACARE LIMITED,JOHNPHARMA,Johnson Pharmacare Ltd,INE560F01022
532155,Gail (India) Ltd.,GAIL,GAIL (INDIA) LTD.,INE129A01019
532156,Vaibhav Global Ltd,VAIBHAVGBL,Vaibhav Global Ltd,INE884A01027
532159,TRESCON LIMITED,TRESCON,Trescon Ltd,INE088D01011
532160,Gujarat State Financial corporation,GUJSTATFIN,Gujarat State Financial Corporation,INE944A01011
532162,JK Paper Ltd.,JKPAPER,JK PAPER LTD.,INE789E01012
532163,Saregama India Ltd.,SAREGAMA,SAREGAMA INDIA LTD.,INE979A01025
532164,Minolta Finance Ltd.,MINOLTAF,MINOLTA FINANCE LTD.,INE514C01018
532167,Omkar Pharmachem Ltd.,OMKARPH,OMKAR PHARMACHEM LTD.,INE501C01015
532172,Adroit Infotech Limited,ADROITINFO,Adroit Infotech Ltd,INE737B01033
532173,Cybertech Systems and Software Ltd.,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,INE214A01019
532174,ICICI Bank Ltd.,ICICIBANK,ICICI BANK LTD.,INE090A01021
532175,Cyient Limited,CYIENT,Cyient Limited,INE136B01020
532178,Engineers India Ltd.,ENGINERSIN,ENGINEERS INDIA LTD.,INE510A01028
532180,Dhanlaxmi Bank Limited,DHANBANK,Dhanlaxmi Bank Limited,INE680A01011
532181,Gujarat Mineral Development Corpora,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,INE131A01031
532183,Gayatri Sugars Ltd.,GAYATRI,GAYATRI SUGARS LTD.,INE622E01023
532187,IndusInd Bank Ltd.,INDUSINDBK,INDUSIND BANK LTD.,INE095A01012
532189,India Tourism Development Corporati,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,INE353K01014
532209,Jammu and Kashmir Bank Ltd.,J&KBANK,JAMMU & KASHMIR BANK LTD.,INE168A01041
532210,City Union Bank Ltd,CUB,CITY UNION BANK LTD.,INE491A01021
532212,Archies Ltd.,ARCHIES,ARCHIES LTD.,INE731A01020
532215,AXIS Bank Ltd.,AXISBANK,AXIS BANK LTD.,INE238A01034
532216,HB Stockholdings Ltd.,HBSTOCK,HB STOCKHOLDINGS LTD.,INE550B01022
532217,Siel Financial Services Ltd.,SIELFNS,SIEL FINANCIAL SERVICES LTD.,INE027F01014
532218,South Indian Bank Ltd.,SOUTHBANK,SOUTH INDIAN BANK LTD.,INE683A01023
532219,Energy Development Company Ltd.,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,INE306C01019
532221,Sonata Software Ltd.,SONATSOFTW,SONATA SOFTWARE LTD.,INE269A01021
532230,Bengal Tea & fabrics Ltd.,BENGALT,BENGAL TEA & FABRICS LTD.,INE665D01016
532234,"National Aluminium Co. Ltd.,",NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,INE139A01034
532240,India Nippon Electricals Ltd,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,INE092B01025
532256,Nalwa Sons Investment Ltd,NSIL,NALWA SONS INVESTMENTS LTD.,INE023A01030
532259,Apar Industries Ltd,APARINDS,APAR INDUSTRIES LTD.,INE372A01015
532262,"TCI Industries Ltd.,",TCIIND,TCI INDUSTRIES LTD.,INE920B01019
532268,ACCELYA SOLUTIONS INDIA LIMITED,ACCELYA,Accelya Solutions India Ltd,INE793A01012
532271,ORCHASP LIMITED,ORCHASP,Orchasp Ltd,INE215B01022
532281,HCL Technologies Ltd,HCLTECH,HCL TECHNOLOGIES LTD.,INE860A01027
532284,TCFC Finance Ltd,TCFCFINQ,TCFC FINANCE LTD.,INE389D01013
532285,Geojit Financial Services Limited,GEOJITFSL,Geojit Financial Services Ltd,INE007B01023
532286,Jindal Steel & Power Ltd,JINDALSTEL,JINDAL STEEL & POWER LTD.,INE749A01030
532290,BLB Limited,BLBLIMITED,BLB LTD.,INE791A01024
532296,Glenmark Pharmaceuticals ltd,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,INE935A01035
532300,Wockhardt Ltd,WOCKPHARMA,WOCKHARDT LTD.,INE049B01025
532301,Tata Coffee Ltd,TATACOFFEE,TATA COFFEE LTD.,INE493A01027
